tiempo_ms,adc,voltaje
14217,2557,2.06
14317,2663,2.15
14417,2923,2.36
14517,3290,2.65
14617,3889,3.13
14717,4095,3.3
14817,4095,3.3
14917,4095,3.3
15017,4095,3.3
15117,4095,3.3
15217,4095,3.3
15317,4095,3.3
15417,4095,3.3
15517,4095,3.3
15617,4095,3.3
15717,4095,3.3
15817,4095,3.3
15917,4095,3.3
16017,4095,3.3
16117,4095,3.3
16217,4095,3.3
16317,4095,3.3
16417,4095,3.3
16517,4095,3.3
16617,4095,3.3
16717,4095,3.3
16817,4095,3.3
16917,4095,3.3
17017,4095,3.3
17117,4095,3.3
17217,4095,3.3
17317,4095,3.3
17417,4095,3.3
17517,4095,3.3
17617,4095,3.3
17717,4095,3.3
17817,4095,3.3
17917,4095,3.3
18017,4095,3.3
18117,4095,3.3
18217,4095,3.3
18317,4095,3.3
18417,4095,3.3
18517,4095,3.3
18617,4095,3.3
18717,4095,3.3
18817,4095,3.3
18917,4095,3.3
19017,4095,3.3
19117,4095,3.3
19217,4095,3.3
19317,4095,3.3
19417,4095,3.3
19517,4095,3.3
19617,4095,3.3
19717,4095,3.3
19817,4095,3.3
19917,4095,3.3
20017,4095,3.3
20117,4095,3.3
20217,4095,3.3
20317,4095,3.3
20417,4095,3.3
20517,4095,3.3
20617,4095,3.3
20717,4095,3.3
20817,4095,3.3
20917,4095,3.3
21017,4095,3.3
21117,4095,3.3
21217,4095,3.3
21317,4095,3.3
21417,4095,3.3
21517,4095,3.3
21617,4095,3.3
21717,4095,3.3
21817,4095,3.3
21917,4095,3.3
22017,4095,3.3
22117,4095,3.3
22217,4095,3.3
22317,4095,3.3
22417,4095,3.3
22517,4095,3.3
22617,4095,3.3
22717,4095,3.3
22817,4095,3.3
22917,4095,3.3
23017,4095,3.3
23117,4095,3.3
23217,4095,3.3
23317,4095,3.3
23417,4095,3.3
23517,4095,3.3
23617,4095,3.3
23717,4095,3.3
23817,4095,3.3
23917,4095,3.3
24017,4095,3.3
24117,4095,3.3
24217,4095,3.3
24317,4095,3.3
24417,4095,3.3
24517,4095,3.3
24617,4095,3.3
24717,4095,3.3
24817,4095,3.3
24917,4095,3.3
25017,4095,3.3
25117,4095,3.3
25217,4095,3.3
25317,4095,3.3
25417,4095,3.3
25517,4095,3.3
25617,4095,3.3
25717,4095,3.3
25817,4095,3.3
25917,4095,3.3
26017,4095,3.3
26117,4095,3.3
26217,4095,3.3
26317,4095,3.3
26417,4095,3.3
26517,4095,3.3
26617,4095,3.3
26717,4095,3.3
26817,4095,3.3
26917,4095,3.3
27017,4095,3.3
27117,4095,3.3
27217,4095,3.3
27317,4095,3.3
27417,4095,3.3
27517,4095,3.3
27617,4095,3.3
27717,4095,3.3
27817,4095,3.3
27917,4095,3.3
28017,4095,3.3
28117,4095,3.3
28217,4095,3.3
28317,4095,3.3
28417,4095,3.3
28517,4095,3.3
28617,4095,3.3
28717,4095,3.3
28817,4095,3.3
28917,4095,3.3
29017,4095,3.3
29117,4095,3.3
29217,4095,3.3
29317,4095,3.3
29417,4095,3.3
29517,4095,3.3
29617,4095,3.3
29717,4095,3.3
29817,4095,3.3
29917,4095,3.3
30017,4095,3.3
30117,4095,3.3
30217,4095,3.3
30317,4095,3.3
30417,4095,3.3
30517,4095,3.3
30617,4095,3.3
30717,4095,3.3
30817,4095,3.3
30917,4095,3.3
31017,4095,3.3
31117,4095,3.3
31217,4095,3.3
31317,4095,3.3
31417,4095,3.3
31517,4095,3.3
31617,4095,3.3
31717,4095,3.3
31817,4095,3.3
31917,4095,3.3
32017,4095,3.3
32117,4095,3.3
32217,4095,3.3
32317,4095,3.3
32417,4095,3.3
32517,4095,3.3
32617,4095,3.3
32717,4095,3.3
32817,4095,3.3
32917,4095,3.3
33017,4095,3.3
33117,4095,3.3
33217,4095,3.3
33317,4095,3.3
33417,4095,3.3
33517,4095,3.3
33617,4095,3.3
33717,4095,3.3
33817,4095,3.3
33917,4095,3.3
34017,4095,3.3
34117,4095,3.3
34217,4095,3.3
34317,4095,3.3
34417,4095,3.3
34517,4095,3.3
34617,4095,3.3
34717,4095,3.3
34817,4095,3.3
34917,4095,3.3
35017,4095,3.3
35117,4095,3.3
35217,4095,3.3
35317,4095,3.3
35417,4095,3.3
35517,4095,3.3
35617,4095,3.3
35717,4095,3.3
35817,4095,3.3
35917,4095,3.3
36017,4095,3.3
36117,4095,3.3
36217,4095,3.3
36317,4095,3.3
36417,4095,3.3
36517,4095,3.3
36617,4095,3.3
36717,4095,3.3
36817,4095,3.3
36917,4095,3.3
37017,4095,3.3
37117,4095,3.3
37217,4095,3.3
37317,4095,3.3
37417,4095,3.3
37517,4095,3.3
37617,4095,3.3
37717,4095,3.3
37817,4095,3.3
37917,4095,3.3
38017,4095,3.3
38117,4095,3.3
38217,4095,3.3
38317,4095,3.3
38417,4095,3.3
38517,4095,3.3
38617,4095,3.3
38717,4095,3.3
38817,4095,3.3
38917,4095,3.3
39017,4095,3.3
39117,4095,3.3
39217,4095,3.3
39317,4095,3.3
39417,4095,3.3
39517,4095,3.3
39617,4095,3.3
39717,4095,3.3
39817,4095,3.3
39917,4095,3.3
40017,4095,3.3
40117,4095,3.3
40217,4095,3.3
40317,4095,3.3
40417,4095,3.3
40517,4095,3.3
40617,4095,3.3
40717,4095,3.3
40817,4095,3.3
40917,4095,3.3
41017,4095,3.3
41117,4095,3.3
41217,4095,3.3
41317,4095,3.3
41417,4095,3.3
41517,4095,3.3
41617,4095,3.3
41717,4095,3.3
41817,4095,3.3
41917,4095,3.3
42017,4095,3.3
42117,4095,3.3
42217,4095,3.3
42317,4095,3.3
42417,4095,3.3
42517,4095,3.3
42617,4095,3.3
42717,4095,3.3
42817,4095,3.3
42917,4095,3.3
43017,4095,3.3
43117,4095,3.3
43217,4095,3.3
43317,4095,3.3
43417,4095,3.3
43517,4095,3.3
43617,4095,3.3
43717,4095,3.3
43817,4095,3.3
43917,4095,3.3
44017,4095,3.3
44117,4095,3.3
44217,4095,3.3
44317,4095,3.3
44417,4095,3.3
44517,4095,3.3
44617,4095,3.3
44717,4095,3.3
44817,4095,3.3
44917,4095,3.3
45017,4095,3.3
45117,4095,3.3
45217,4095,3.3
45317,4095,3.3
45417,4095,3.3
45517,4095,3.3
45617,4095,3.3
45717,4095,3.3
45817,4095,3.3
45917,4095,3.3
46017,4095,3.3
46117,4095,3.3
46217,4095,3.3
46317,4095,3.3
46417,4095,3.3
46517,4095,3.3
46617,4095,3.3
46717,4095,3.3
46817,4095,3.3
46917,4095,3.3
47017,4095,3.3
47117,4095,3.3
47217,4095,3.3
47317,4095,3.3
47417,4095,3.3
47517,4095,3.3
47617,4095,3.3
47717,4095,3.3
47817,4095,3.3
47917,4095,3.3
48017,4095,3.3
48117,4095,3.3
48217,4095,3.3
48317,4095,3.3
48417,4095,3.3
48517,4095,3.3
48617,4095,3.3
48717,4095,3.3
48817,4095,3.3
48917,4095,3.3
49017,4095,3.3
49117,4095,3.3
49217,4095,3.3
49317,4095,3.3
49417,4095,3.3
49517,4095,3.3
49617,4095,3.3
49717,4095,3.3
49817,4095,3.3
49917,4095,3.3
50017,4095,3.3
50117,4095,3.3
50217,4095,3.3
50317,4095,3.3
50417,4095,3.3
50517,4095,3.3
50617,4095,3.3
50717,4095,3.3
50817,4095,3.3
50917,4095,3.3
51017,4095,3.3
51117,4095,3.3
51217,4095,3.3
51317,4095,3.3
51417,4095,3.3
51517,4095,3.3
51617,4095,3.3
51717,4095,3.3
51817,4095,3.3
51917,4095,3.3
52017,4095,3.3
52117,4095,3.3
52217,4095,3.3
52317,4095,3.3
52417,4095,3.3
52517,4095,3.3
52617,4095,3.3
52717,4095,3.3
52817,4095,3.3
52917,4095,3.3
53017,4095,3.3
53117,4095,3.3
53217,4095,3.3
53317,4095,3.3
53417,4095,3.3
53517,4095,3.3
53617,4095,3.3
53717,4095,3.3
53817,4095,3.3
53917,4095,3.3
54017,4095,3.3
54117,4095,3.3
54217,4095,3.3
54317,4095,3.3
54417,4095,3.3
54517,4095,3.3
54617,4095,3.3
54717,4095,3.3
54817,4095,3.3
54917,4095,3.3
55017,4095,3.3
55117,4095,3.3
55217,4095,3.3
55317,4095,3.3
55417,4095,3.3
55517,4095,3.3
55617,4095,3.3
55717,4095,3.3
55817,4095,3.3
55917,4095,3.3
56017,4095,3.3
56117,4095,3.3
56217,4095,3.3
56317,4095,3.3
56417,4095,3.3
56517,4095,3.3
56617,4095,3.3
56717,4095,3.3
56817,4095,3.3
56917,4095,3.3
57017,4095,3.3
57117,4095,3.3
57217,4095,3.3
57317,4095,3.3
57417,4095,3.3
57517,4095,3.3
57617,4095,3.3
57717,4095,3.3
57817,4095,3.3
57917,4095,3.3
58017,4095,3.3
58117,4095,3.3
58217,4095,3.3
58317,4095,3.3
58417,4095,3.3
58517,4095,3.3
58617,4095,3.3
58717,4095,3.3
58817,4095,3.3
58917,4095,3.3
59017,4095,3.3
59117,4095,3.3
59217,4095,3.3
59317,4095,3.3
59417,4095,3.3
59517,4095,3.3
59617,4095,3.3
59717,4095,3.3
59817,4095,3.3
59917,4095,3.3
60017,4095,3.3
60117,4095,3.3
60217,4095,3.3
60317,4095,3.3
60417,4095,3.3
60517,4095,3.3
60617,4095,3.3
60717,4095,3.3
60817,4095,3.3
60917,4095,3.3
61017,4095,3.3
61117,4095,3.3
61217,4095,3.3
61317,4095,3.3
61417,4095,3.3
61517,4095,3.3
61617,4095,3.3
61717,4095,3.3
61817,4095,3.3
61917,4095,3.3
62017,4095,3.3
62117,4095,3.3
62217,4095,3.3
62317,4095,3.3
62417,4095,3.3
62517,4095,3.3
62617,4095,3.3
62717,4095,3.3
62817,4095,3.3
62917,4095,3.3
63017,4095,3.3
63117,4095,3.3
63217,4095,3.3
63317,4095,3.3
63417,4095,3.3
63517,4095,3.3
63617,4095,3.3
63717,4095,3.3
63817,4095,3.3
63917,4095,3.3
64017,4095,3.3
64117,4095,3.3
64217,4095,3.3
64317,4095,3.3
64417,4095,3.3
64517,4095,3.3
64617,4095,3.3
64717,4095,3.3
64817,4095,3.3
64917,4095,3.3
65017,4095,3.3
65117,4095,3.3
65217,4095,3.3
65317,4095,3.3
65417,4095,3.3
65517,4095,3.3
65617,4095,3.3
65717,4095,3.3
65817,4095,3.3
65917,4095,3.3
66017,4095,3.3
66117,4095,3.3
66217,4095,3.3
66317,4095,3.3
66417,4095,3.3
66517,4095,3.3
66617,4095,3.3
66717,4095,3.3
66817,4095,3.3
66917,4095,3.3
67017,4095,3.3
67117,4095,3.3
67217,4095,3.3
67317,4095,3.3
67417,4095,3.3
67517,4095,3.3
67617,4095,3.3
67717,4095,3.3
67817,4095,3.3
67917,4095,3.3
68017,4095,3.3
68117,4095,3.3
68217,4095,3.3
68317,4095,3.3
68417,4095,3.3
68517,4095,3.3
68617,4095,3.3
68717,4095,3.3
68817,4095,3.3
68917,4095,3.3
69017,4095,3.3
69117,4095,3.3
69217,4095,3.3
69317,4095,3.3
69417,4095,3.3
69517,4095,3.3
69617,4095,3.3
69717,4095,3.3
69817,4095,3.3
69917,4095,3.3
70017,4095,3.3
70117,4095,3.3
70217,4095,3.3
70317,4095,3.3
70417,4095,3.3
70517,4095,3.3
70617,4095,3.3
70717,4095,3.3
70817,4095,3.3
70917,4095,3.3
71017,4095,3.3
71117,4095,3.3
71217,4095,3.3
71317,4095,3.3
71417,4095,3.3
342817,4095,3.3
342917,4095,3.3
343017,4095,3.3
343117,4095,3.3
343217,4095,3.3
343317,4095,3.3
343417,4095,3.3
343517,4095,3.3
343617,4095,3.3
343717,4095,3.3
343817,4095,3.3
343917,4095,3.3
344017,4095,3.3
344117,4095,3.3
344217,4095,3.3
344317,4095,3.3
344417,4095,3.3
344517,4095,3.3
344617,4095,3.3
344717,4095,3.3
344817,4095,3.3
344917,4095,3.3
345017,4095,3.3
345117,4095,3.3
345217,4095,3.3
345317,4095,3.3
345417,4095,3.3
345517,4095,3.3
345617,4095,3.3
345717,4095,3.3
345817,4095,3.3
345917,4095,3.3
346017,4095,3.3
346117,4095,3.3
346217,4095,3.3
346317,4095,3.3
346417,4095,3.3
346517,4095,3.3
346617,4095,3.3
346717,4095,3.3
346817,4095,3.3
346917,4095,3.3
347017,4095,3.3
347117,4095,3.3
347217,4095,3.3
347317,4095,3.3
347417,4095,3.3
347517,4095,3.3
347617,4095,3.3
347717,4095,3.3
347817,4095,3.3
347917,4095,3.3
348017,4095,3.3
348117,4095,3.3
348217,4095,3.3
348317,4095,3.3
348417,4095,3.3
348517,4095,3.3
348617,4095,3.3
348717,4095,3.3
348817,4095,3.3
348917,4095,3.3
349017,4095,3.3
349117,4095,3.3
349217,4095,3.3
349317,4095,3.3
349417,4095,3.3
349517,4095,3.3
349617,4095,3.3
349717,4095,3.3
349817,4095,3.3
349917,4095,3.3
350017,4095,3.3
350117,4095,3.3
350217,4095,3.3
350317,4095,3.3
350417,4095,3.3
350517,4095,3.3
350617,4095,3.3
350717,4095,3.3
350817,4095,3.3
350917,4095,3.3
351017,4095,3.3
351117,4095,3.3
351217,4095,3.3
351317,4095,3.3
351417,4095,3.3
351517,4095,3.3
351617,4095,3.3
351717,4095,3.3
351817,4095,3.3
351917,4095,3.3
352017,4095,3.3
352117,4095,3.3
352217,4095,3.3
352317,4095,3.3
352417,4095,3.3
352517,4095,3.3
352617,4095,3.3
352717,4095,3.3
352817,4095,3.3
352917,4095,3.3
353017,4095,3.3
353117,4095,3.3
353217,4095,3.3
353317,4095,3.3
353417,4095,3.3
353517,4095,3.3
353617,4095,3.3
353717,4095,3.3
353817,4095,3.3
353917,4095,3.3
354017,4095,3.3
354117,4095,3.3
354217,4095,3.3
354317,4095,3.3
354417,4095,3.3
354517,4095,3.3
354617,4095,3.3
354717,4095,3.3
354817,4095,3.3
354917,4095,3.3
355017,4095,3.3
355117,4095,3.3
355217,4095,3.3
355317,4095,3.3
355417,4095,3.3
355517,4095,3.3
355617,4095,3.3
355717,4095,3.3
355817,4095,3.3
355917,4095,3.3
356017,4095,3.3
356117,4095,3.3
356217,4095,3.3
356317,4095,3.3
356417,4095,3.3
356517,4095,3.3
356617,4095,3.3
356717,4095,3.3
356817,4095,3.3
356917,4095,3.3
357017,4095,3.3
357117,4095,3.3
357217,4095,3.3
357317,4095,3.3
357417,4095,3.3
357517,4095,3.3
357617,4095,3.3
357717,4095,3.3
357817,4095,3.3
357917,4095,3.3
358017,3814,3.07
358117,3472,2.8
358217,3197,2.58
358317,3052,2.46
358417,2903,2.34
358517,2778,2.24
358617,2705,2.18
358717,2683,2.16
358817,2799,2.26
358917,3191,2.57
359017,3871,3.12
359117,4095,3.3
359217,4095,3.3
359317,4095,3.3
359417,4095,3.3
359517,4095,3.3
359617,4095,3.3
359717,4095,3.3
359817,4095,3.3
359917,3817,3.08
360017,3241,2.61
360117,2857,2.3
360217,2559,2.06
360317,2475,1.99
360417,2471,1.99
360517,2469,1.99
360617,2443,1.97
360717,2243,1.81
360817,1962,1.58
360917,1700,1.37
361017,1410,1.14
361117,1065,0.86
361217,794,0.64
361317,544,0.44
361417,459,0.37
361517,462,0.37
361617,470,0.38
361717,471,0.38
361817,470,0.38
361917,470,0.38
362017,444,0.36
362117,462,0.37
362217,315,0.25
362317,80,0.06
362417,0,0.0
362517,0,0.0
362617,0,0.0
362717,0,0.0
362817,0,0.0
362917,0,0.0
363017,0,0.0
363117,0,0.0
363217,0,0.0
363317,0,0.0
363417,72,0.06
363517,334,0.27
363617,567,0.46
363717,825,0.66
363817,1015,0.82
363917,1225,0.99
364017,1276,1.03
364117,1262,1.02
364217,1258,1.01
364317,1269,1.02
364417,1309,1.05
364517,1600,1.29
364617,2006,1.62
364717,2380,1.92
364817,2751,2.22
364917,3176,2.56
365017,3632,2.93
365117,4095,3.3
365217,4095,3.3
365317,4095,3.3
365417,4095,3.3
365517,4095,3.3
365617,4095,3.3
365717,4095,3.3
365817,4095,3.3
365917,4095,3.3
366017,4095,3.3
366117,4095,3.3
366217,4095,3.3
366317,4095,3.3
366417,4095,3.3
366517,4095,3.3
366617,4095,3.3
366717,4095,3.3
366817,4095,3.3
366917,4095,3.3
492317,4095,3.3
492417,4095,3.3
492517,4095,3.3
492617,4095,3.3
492717,4095,3.3
492817,4095,3.3
492917,4095,3.3
493017,4095,3.3
493117,4095,3.3
493217,4095,3.3
493317,4095,3.3
493417,4095,3.3
493517,4095,3.3
493617,4095,3.3
493717,4095,3.3
493817,4095,3.3
493917,4095,3.3
494017,4095,3.3
494117,4095,3.3
494217,4095,3.3
494317,4095,3.3
494417,4095,3.3
494517,4095,3.3
494617,4095,3.3
494717,4095,3.3
494817,4095,3.3
494917,4095,3.3
495017,4095,3.3
495117,4095,3.3
495217,4095,3.3
495317,4095,3.3
495417,4095,3.3
495517,4095,3.3
495617,4095,3.3
495717,4095,3.3
495817,4095,3.3
495917,4095,3.3
496017,4095,3.3
496117,4095,3.3
496217,4095,3.3
496317,4095,3.3
496417,4095,3.3
496517,4095,3.3
496617,4095,3.3
496717,4095,3.3
496817,4095,3.3
496917,4095,3.3
497017,4095,3.3
497117,4095,3.3
497217,4095,3.3
497317,4095,3.3
497417,4095,3.3
497517,4095,3.3
497617,4095,3.3
497717,4095,3.3
497817,4095,3.3
497917,4095,3.3
498017,4095,3.3
498117,4095,3.3
498217,4095,3.3
498317,4095,3.3
498417,4095,3.3
498517,4095,3.3
498617,4095,3.3
498717,4095,3.3
498817,4095,3.3
498917,4095,3.3
499017,4095,3.3
499117,4095,3.3
499217,4095,3.3
499317,4095,3.3
499417,4095,3.3
499517,4095,3.3
499617,4095,3.3
499717,4095,3.3
499817,4095,3.3
499917,4095,3.3
500017,4095,3.3
500117,4095,3.3
500217,4095,3.3
500317,4095,3.3
500417,4095,3.3
500517,4095,3.3
500617,4095,3.3
500717,4095,3.3
500817,4095,3.3
500917,4095,3.3
501017,4095,3.3
501117,4095,3.3
501217,4095,3.3
501317,4095,3.3
501417,4095,3.3
501517,4095,3.3
501617,4095,3.3
501717,4095,3.3
501817,4095,3.3
501917,4095,3.3
502017,4095,3.3
502117,4095,3.3
502217,4095,3.3
502317,4095,3.3
502417,4095,3.3
502517,4095,3.3
502617,4095,3.3
502717,4095,3.3
502817,4095,3.3
502917,4095,3.3
503017,4095,3.3
503117,4095,3.3
503217,4095,3.3
503317,4095,3.3
503417,4095,3.3
503517,4095,3.3
503617,4095,3.3
503717,4095,3.3
503817,4095,3.3
503917,4095,3.3
504017,4095,3.3
504117,4095,3.3
504217,4095,3.3
504317,4095,3.3
504417,4095,3.3
504517,4095,3.3
504617,4095,3.3
504717,4095,3.3
504817,4095,3.3
504917,4095,3.3
505017,4095,3.3
505117,4095,3.3
505217,4095,3.3
505317,4095,3.3
505417,4095,3.3
505517,4095,3.3
505617,4095,3.3
505717,4095,3.3
505817,4095,3.3
505917,4095,3.3
506017,4095,3.3
506117,4095,3.3
506217,4095,3.3
506317,4095,3.3
506417,4095,3.3
506517,4095,3.3
506617,4095,3.3
506717,4095,3.3
506817,4095,3.3
506917,4095,3.3
507017,4095,3.3
507117,4095,3.3
507217,4095,3.3
507317,4095,3.3
507417,4095,3.3
507517,4095,3.3
507617,4095,3.3
507717,4095,3.3
507817,4095,3.3
507917,4095,3.3
508017,4095,3.3
508117,4095,3.3
508217,4095,3.3
508317,4095,3.3
508417,4095,3.3
508517,4095,3.3
508617,4095,3.3
508717,4095,3.3
508817,4095,3.3
508917,4095,3.3
509017,4095,3.3
509117,4095,3.3
509217,4095,3.3
509317,4095,3.3
509417,4095,3.3
509517,4095,3.3
509617,4095,3.3
509717,4095,3.3
509817,4095,3.3
509917,4095,3.3
510017,4095,3.3
510117,4095,3.3
510217,4095,3.3
510317,4095,3.3
510417,4095,3.3
510517,4095,3.3
574517,4095,3.3
574617,4095,3.3
574717,4095,3.3
574817,4095,3.3
574917,4095,3.3
575017,4095,3.3
575117,4095,3.3
575217,4095,3.3
575317,4095,3.3
575417,4095,3.3
575517,4095,3.3
575617,4095,3.3
575717,4095,3.3
575817,4095,3.3
575917,4095,3.3
576017,4095,3.3
576117,4095,3.3
576217,4095,3.3
576317,4095,3.3
576417,4095,3.3
576517,4095,3.3
576617,4095,3.3
576717,4095,3.3
576817,4095,3.3
576917,4095,3.3
577017,4095,3.3
577117,4095,3.3
577217,4095,3.3
577317,4095,3.3
577417,4095,3.3
577517,4095,3.3
577617,4095,3.3
577717,4095,3.3
577817,4095,3.3
577917,4095,3.3
578017,4095,3.3
578117,4095,3.3
578217,4095,3.3
578317,4095,3.3
578417,4095,3.3
578517,4095,3.3
578617,4095,3.3
578717,4095,3.3
578817,4095,3.3
578917,4095,3.3
579017,4095,3.3
579117,4095,3.3
579217,4095,3.3
579317,4095,3.3
579417,4095,3.3
579517,4095,3.3
579617,4095,3.3
579717,4095,3.3
579817,4095,3.3
579917,4095,3.3
580017,4095,3.3
580117,4095,3.3
580217,4095,3.3
580317,4095,3.3
580417,4095,3.3
580517,4095,3.3
580617,4095,3.3
580717,4095,3.3
580817,4095,3.3
580917,4095,3.3
581017,4095,3.3
581117,4095,3.3
581217,4095,3.3
581317,4095,3.3
581417,4095,3.3
581517,4095,3.3
581617,4095,3.3
581717,4095,3.3
581817,4095,3.3
581917,4095,3.3
582017,4095,3.3
582117,4095,3.3
582217,4095,3.3
582317,4095,3.3
582417,4095,3.3
582517,4095,3.3
582617,4095,3.3
582717,4095,3.3
582817,4095,3.3
582917,4095,3.3
583017,4095,3.3
583117,4095,3.3
583217,4095,3.3
583317,4095,3.3
583417,4095,3.3
583517,4095,3.3
583617,4095,3.3
583717,4095,3.3
583817,4095,3.3
583917,4095,3.3
584017,4095,3.3
584117,4095,3.3
584217,4095,3.3
584317,4095,3.3
584417,4095,3.3
584517,4095,3.3
584617,4095,3.3
584717,4095,3.3
584817,4095,3.3
584917,4095,3.3
585017,4095,3.3
585117,4095,3.3
585217,4095,3.3
585317,4095,3.3
585417,4095,3.3
585517,4095,3.3
585617,4095,3.3
585717,4095,3.3
585817,4095,3.3
585917,4095,3.3
586017,4095,3.3
586117,4095,3.3
586217,4095,3.3
586317,4095,3.3
586417,4095,3.3
586517,4095,3.3
586617,4095,3.3
586717,4095,3.3
586817,4095,3.3
586917,4095,3.3
587017,4095,3.3
587117,4095,3.3
587217,4095,3.3
587317,4095,3.3
587417,4095,3.3
587517,4095,3.3
587617,4095,3.3
587717,4095,3.3
587817,4095,3.3
587917,4095,3.3
588017,4095,3.3
588117,4095,3.3
588217,4095,3.3
588317,4095,3.3
588417,4095,3.3
588517,4095,3.3
588617,4095,3.3
588717,4095,3.3
588817,4095,3.3
588917,4095,3.3
589017,4095,3.3
589117,4095,3.3
589217,4095,3.3
589317,4095,3.3
589417,4095,3.3
589517,4095,3.3
589617,4095,3.3
589717,4095,3.3
589817,4095,3.3
589917,4095,3.3
590017,4095,3.3
590117,4095,3.3
590217,4095,3.3
590317,4095,3.3
590417,4095,3.3
590517,4095,3.3
590617,4095,3.3
590717,4095,3.3
590817,4095,3.3
590917,4095,3.3
591017,4095,3.3
591117,4095,3.3
591217,4095,3.3
591317,4095,3.3
591417,4095,3.3
591517,4095,3.3
591617,4095,3.3
591717,4095,3.3
591817,4095,3.3
591917,4095,3.3
592017,4095,3.3
592117,4095,3.3
592217,4095,3.3
592317,4095,3.3
592417,4095,3.3
592517,4095,3.3
592617,4095,3.3
592717,4095,3.3
592817,4095,3.3
592917,4095,3.3
593017,4095,3.3
593117,4095,3.3
593217,4095,3.3
593317,4095,3.3
593417,4095,3.3
593517,4095,3.3
593617,4095,3.3
593717,4095,3.3
593817,4095,3.3
593917,4095,3.3
594017,4095,3.3
826017,4095,3.3
826117,4095,3.3
826217,4095,3.3
826317,4095,3.3
826417,4095,3.3
826517,4095,3.3
826617,4095,3.3
826717,4095,3.3
826817,4095,3.3
826917,4095,3.3
827017,4095,3.3
827117,4095,3.3
827217,4095,3.3
827317,4095,3.3
827417,4095,3.3
827517,4095,3.3
827617,4095,3.3
827717,4095,3.3
827817,4095,3.3
827917,4095,3.3
828017,4095,3.3
828117,4095,3.3
828217,4095,3.3
828317,4095,3.3
828417,4095,3.3
828517,4095,3.3
828617,4095,3.3
828717,4095,3.3
828817,4095,3.3
828917,4095,3.3
829017,4064,3.28
829117,3893,3.14
829217,3703,2.98
829317,3491,2.81
829417,3350,2.7
829517,3234,2.61
829617,3184,2.57
829717,3188,2.57
829817,3186,2.57
829917,3199,2.58
830017,3185,2.57
830117,3089,2.49
830217,2938,2.37
830317,2798,2.25
830417,2688,2.17
830517,2586,2.08
830617,2499,2.01
830717,2430,1.96
830817,2419,1.95
830917,2420,1.95
831017,2404,1.94
831117,2418,1.95
831217,2391,1.93
831317,2351,1.89
831417,2254,1.82
831517,2140,1.72
831617,2055,1.66
831717,1998,1.61
831817,1962,1.58
831917,1924,1.55
832017,1942,1.56
832117,1951,1.57
832217,1941,1.56
832317,1962,1.58
832417,2044,1.65
832517,2192,1.77
